#{"t_start": 1658422774.1500745, "env_id": "A1GymEnv-v1"}
r,l,t
-1140.0,26,236.606425
-1214.0,29,236.69765
-1126.0,18,236.752682
-1094.0,14,236.798671
-1032.0,5,236.823042
-1176.0,28,236.932966
-1286.0,38,237.055644
-1144.0,19,237.118987
-1240.0,31,237.219994
-1070.0,11,237.260579
-1128.0,17,237.314032
-1070.0,11,237.348578
-1252.0,40,237.471756
-1104.0,14,237.514028
-1072.0,10,237.544524
-1056.0,8,237.569218
-1124.0,19,237.627363
-1168.0,22,237.696469
-1142.0,20,237.758826
-1104.0,14,237.801484
-1054.0,9,237.830319
-1102.0,15,237.886406
-1074.0,14,237.93059
-1094.0,14,237.974962
-1254.0,34,238.079667
-1144.0,19,238.14001
-1198.0,27,238.230314
-1054.0,9,238.25888
-1088.0,12,238.298136
-1248.0,32,238.395316
-1144.0,19,239.480497
-1086.0,13,239.520665
-1064.0,9,239.549334
-1096.0,13,239.590148
-1072.0,10,239.622786
-1078.0,12,239.661772
-1110.0,16,239.711373
-1132.0,20,239.775751
-1088.0,12,239.815437
-1120.0,16,239.865385
-1094.0,14,239.919152
-1096.0,13,239.96214
-1024.0,4,239.975537
-1084.0,14,240.018645
-1212.0,30,240.111553
-1152.0,20,240.175512
-1150.0,21,240.239363
-1088.0,12,240.277875
-1080.0,11,240.313928
-1128.0,17,240.365134
-1102.0,15,240.412262
-1048.0,7,240.434007
-1100.0,16,240.482227
-1048.0,7,240.504149
-1176.0,23,240.576021
-1156.0,23,240.646782
-1186.0,28,240.733947
-1132.0,20,240.795949
-1032.0,5,240.812043
-1088.0,12,240.848534
-1126.0,18,240.913836
-1238.0,42,241.043473
-1040.0,6,241.062607
-1244.0,34,241.183576
-1080.0,11,241.217776
-1128.0,17,241.27144
-1096.0,13,241.313421
-1056.0,8,241.338625
-1262.0,35,241.446612
-1084.0,14,241.489402
-1088.0,12,241.525529
-1184.0,24,241.59824
-1098.0,17,241.650781
-1088.0,12,241.689077
-1102.0,15,241.738312
-1166.0,23,241.814467
-1070.0,11,241.848953
-1108.0,17,241.906415
-1496.0,63,242.121851
-1166.0,23,242.198388
-1142.0,20,242.271536
-1056.0,8,242.29713
-1094.0,14,242.341656
-1118.0,17,242.395129
-1230.0,36,242.507258
-1156.0,23,242.577175
-1128.0,17,242.632706
-1200.0,31,242.726746
-1090.0,16,242.777915
-1136.0,18,242.836543
-1084.0,14,242.88244
-1086.0,13,242.921741
-1084.0,14,242.974117
-1134.0,19,243.031948
-1064.0,9,243.059427
-1126.0,18,243.114209
-1086.0,13,243.159859
-1088.0,12,243.196198
-1080.0,11,243.23011
-1128.0,17,243.282021
-1048.0,7,243.304823
-1038.0,7,243.327027
-1086.0,13,243.36824
-1128.0,17,243.434878
-1052.0,10,243.475394
-1032.0,5,243.491746
-1092.0,15,243.538099
-1092.0,15,243.585521
-1064.0,9,243.613941
-1158.0,22,243.681631
-1160.0,21,243.749121
-1118.0,17,243.801299
-1076.0,13,243.841782
-1046.0,8,243.868498
-1070.0,11,243.904225
-1126.0,18,243.968314
-1186.0,28,244.057278
-1110.0,16,244.107142
-1266.0,38,244.225238
-1072.0,10,244.256343
-1138.0,22,244.33887
-1036.0,8,244.364733
-1080.0,11,244.398067
-1134.0,19,244.456421
-1124.0,19,244.514183
-1040.0,6,244.533806
-1040.0,6,244.552501
-1120.0,16,244.600801
-1080.0,11,244.634872
-1024.0,4,244.648276
-1048.0,7,244.670305
-1060.0,11,244.703297
-1096.0,13,244.744717
-1070.0,11,244.780609
-1084.0,14,244.825038
-1078.0,12,244.866537
-1040.0,6,244.888116
-1108.0,22,244.963958
-1064.0,9,245.001663
-1350.0,46,245.138038
-1140.0,21,245.203619
-1112.0,15,245.249399
-1154.0,24,245.322496
-1106.0,18,245.377481
-1054.0,9,245.405392
-1170.0,26,245.485258
-1104.0,14,245.528035
-1080.0,11,245.562538
-1072.0,10,245.593425
-1118.0,17,245.645956
-1088.0,12,245.684861
-1134.0,19,245.745918
-1152.0,20,245.807849
-1134.0,19,245.868055
-1280.0,36,245.978681
-1116.0,18,247.01226
-1254.0,34,247.127561
-1108.0,17,247.182683
-1070.0,11,247.216161
-1158.0,22,247.290534
-1076.0,13,247.333644
-1216.0,28,247.42212
-1360.0,46,247.564687
-1060.0,11,247.599768
-1062.0,10,247.63217
-1088.0,12,247.671049
-1088.0,12,247.70804
-1078.0,12,247.74453
-1088.0,12,247.783039
-1126.0,18,247.83842
-1060.0,11,247.873878
-1086.0,13,247.914923
-1062.0,10,247.949106
-1240.0,36,248.070164
-1168.0,22,248.13835
-1110.0,16,248.189189
-1086.0,13,248.229837
-1176.0,23,248.30316
-1112.0,15,248.350627
-1056.0,8,248.376677
-1264.0,34,248.495517
-1072.0,10,248.526811
-1242.0,35,248.636036
-1080.0,11,248.670262
-1070.0,11,248.704265
-1076.0,13,248.744206
-1040.0,6,248.763241
-1056.0,8,248.789396
-1054.0,9,248.816539
-1148.0,22,248.886835
-1260.0,36,248.995512
-1112.0,15,249.041841
-1168.0,22,249.121217
-1040.0,6,249.141733
-1088.0,12,249.179651
-1142.0,20,249.241072
-1038.0,7,249.263207
-1144.0,19,249.322075
-1078.0,12,249.3588
-1168.0,22,249.426036
-1158.0,22,249.492956
-1118.0,17,249.545176
-1134.0,19,249.616893
-1134.0,19,249.67718
-1106.0,18,249.733538
-1086.0,13,249.773327
-1078.0,12,249.81067
-1110.0,16,249.859015
-1172.0,25,249.937542
-1126.0,18,249.994206
-1174.0,34,250.106832
-1126.0,18,250.166061
-1154.0,29,250.256214
-1070.0,11,250.29084
-1108.0,17,250.34629
-1142.0,20,250.411292
-1128.0,17,250.464809
-1038.0,7,250.487442
-1040.0,6,250.50655
-1220.0,31,250.603173
-1056.0,8,250.629548
-1150.0,21,250.69538
-1046.0,8,250.721671
-1056.0,8,250.747486
-1152.0,30,250.84135
-1124.0,19,250.903178
-1106.0,23,250.978885
-1078.0,12,251.017288
-1032.0,5,251.034116
-1402.0,55,251.22122
-1142.0,20,251.283171
-1070.0,11,251.317303
-1062.0,10,251.348393
-1056.0,8,251.373047
-1118.0,17,251.425289
-1084.0,14,251.468039
-1200.0,26,251.548549
-1068.0,12,251.585761
-1160.0,26,251.681075
-1064.0,9,251.709342
-1064.0,9,251.738141
-1148.0,22,251.806608
-1174.0,24,251.884944
-1078.0,12,251.924327
-1024.0,4,251.938179
-1056.0,8,251.964489
-1100.0,16,252.017936
-1080.0,11,252.054374
-1142.0,20,252.123887
-1126.0,18,252.194813
-1080.0,11,252.231014
-1138.0,22,252.307745
-1040.0,6,252.328895
-1110.0,16,252.379176
-1022.0,5,252.395863
-1142.0,20,252.457288
-1184.0,29,252.544527
-1072.0,10,252.575553
-1068.0,12,252.613136
-1162.0,25,252.690265
-1080.0,11,252.724351
-1164.0,24,252.800229
-1080.0,16,252.84924
-1094.0,14,252.892306
-1172.0,25,252.972246
-1044.0,9,253.004182
-1090.0,16,253.066044
-1116.0,18,253.133755
-1066.0,13,253.190468
-1158.0,22,253.262503
-1124.0,19,253.328373
-1164.0,29,253.423876
-1038.0,7,253.448269
-1112.0,15,253.497396
-1038.0,7,253.522258
-1174.0,24,253.596192
-1232.0,30,254.672317
-1192.0,25,254.755048
-1090.0,16,254.80741
-1138.0,27,254.896356
-1158.0,22,254.965582
-1064.0,9,254.993506
-1142.0,20,255.054234
-1126.0,18,255.112567
-1086.0,13,255.157293
-1024.0,4,255.173147
-1040.0,6,255.197222
-1070.0,16,255.251762
-1176.0,23,255.322621
-1148.0,27,255.404194
-1086.0,13,255.444873
-1078.0,12,255.482409
-1136.0,18,255.537232
-1088.0,12,255.57526
-1062.0,10,255.606249
-1128.0,17,255.660077
-1180.0,26,255.737696
-1078.0,12,255.778549
-1144.0,19,255.837808
-1224.0,34,255.955832
-1080.0,11,255.98951
-1152.0,20,256.053269
-1132.0,20,256.114372
-1080.0,11,256.150655
-1104.0,14,256.193073
-1088.0,12,256.239832
-1168.0,22,256.305661
-1184.0,24,256.378856
-1200.0,26,256.459384
-1072.0,10,256.490504
-1144.0,19,256.551537
-1130.0,21,256.622985
-1168.0,22,256.694898
-1078.0,12,256.731668
-1054.0,9,256.759594
-1084.0,14,256.801872
-1116.0,18,256.858425
-1232.0,30,256.948858
-1038.0,7,256.970573
-1146.0,23,257.040407
-1108.0,17,257.09185
-1076.0,13,257.132133
-1126.0,18,257.188425
-1086.0,18,257.260849
-1110.0,16,257.309577
-1128.0,22,257.377077
-1054.0,9,257.405745
-1132.0,20,257.469623
-1110.0,16,257.518283
-1086.0,13,257.558412
-1086.0,13,257.598015
-1064.0,9,257.626375
-1110.0,26,257.704666
-1188.0,27,257.786278
-1242.0,35,257.894508
-1184.0,24,257.966758
-1116.0,18,258.020977
-1104.0,14,258.065385
-1112.0,15,258.111066
-1152.0,20,258.173237
-1072.0,10,258.203548
-1056.0,8,258.228048
-1056.0,8,258.252988
-1118.0,17,258.313425
-1084.0,14,258.358019
-1156.0,23,258.430081
-1106.0,18,258.48545
-1160.0,21,258.548823
-1190.0,26,258.628078
-1072.0,10,258.658891
-1056.0,8,258.683595
-1240.0,31,258.782323
-1166.0,28,258.867923
-1068.0,12,258.906283
-1054.0,9,258.934301
-1096.0,13,258.973875
-1096.0,13,259.012547
-1064.0,9,259.039958
-1080.0,11,259.087708
-1136.0,18,259.145675
-1108.0,17,259.19801
-1072.0,10,259.228935
-1092.0,15,259.274202
-1078.0,12,259.319547
-1080.0,11,259.35598
-1292.0,45,259.489586
-1132.0,20,259.549638
-1360.0,46,259.692528
-1088.0,17,259.744087
-1156.0,23,259.813675
-1044.0,9,259.843086
-1226.0,38,259.960236
-1024.0,4,259.973202
-1064.0,9,260.001586
-1072.0,10,260.032313
-1180.0,26,260.111126
-1094.0,14,260.158045
-1152.0,20,260.218582
-1072.0,10,260.249442
-1064.0,9,260.277772
-1182.0,25,260.363432
-1124.0,24,260.435783
-1118.0,17,260.487233
-1008.0,2,260.494172
-1134.0,19,260.551422
-1088.0,12,260.589199
-1128.0,17,260.640957
-1120.0,16,260.68945
-1116.0,18,260.745106
-1150.0,21,260.808504
-1040.0,6,260.82773
-1110.0,16,260.879396
-1216.0,28,260.965186
-1104.0,14,261.007903
-1076.0,13,262.004934
-1094.0,14,262.0573
-1074.0,14,262.101351
-1120.0,16,262.1545
-1038.0,7,262.176016
-1116.0,18,262.23025
-1144.0,19,262.291384
-1062.0,10,262.321791
-1100.0,16,262.380269
-1094.0,14,262.422556
-1154.0,24,262.496349
-1196.0,28,262.585092
-1032.0,5,262.601833
-1214.0,29,262.691896
-1048.0,7,262.713756
-1224.0,29,262.804759
-1088.0,12,262.842082
-1024.0,4,262.85543
-1162.0,25,262.931993
-1088.0,12,262.969407
-1164.0,24,263.04178
-1064.0,9,263.06981
-1152.0,20,263.131731
-1168.0,22,263.215031
-1072.0,10,263.24566
-1080.0,11,263.280849
-1132.0,20,263.342285
-1080.0,11,263.385692
-1080.0,11,263.41977
-1100.0,16,263.469792
-1054.0,9,263.497433
-1116.0,18,263.552964
-1096.0,13,263.59328
-1128.0,17,263.646694
-1092.0,15,263.692492
-1084.0,14,263.735545
-1174.0,24,263.812224
-1078.0,12,263.849372
-1064.0,9,263.879653
-1064.0,9,263.908849
-1118.0,17,263.962554
-1048.0,7,263.984572
-1046.0,8,264.008981
-1038.0,7,264.030089
-1128.0,17,264.082031
-1054.0,9,264.110812
-1152.0,20,264.175521
-1104.0,14,264.21763
-1046.0,8,264.242325
-1062.0,10,264.27319
-1120.0,16,264.322209
-1048.0,7,264.3452
-1032.0,5,264.361424
-1352.0,45,264.505069
-1054.0,9,264.532847
-1108.0,17,264.584325
-1502.0,65,264.804095
-1102.0,15,264.851394
-1136.0,18,264.908202
-1206.0,28,264.993613
-1112.0,15,265.039499
-1176.0,23,265.111117
-1054.0,9,265.14448
-1072.0,10,265.180566
-1232.0,35,265.285862
-1076.0,13,265.325164
-1088.0,17,265.379163
-1150.0,21,265.452812
-1276.0,38,265.568914
-1094.0,14,265.611671
-1120.0,16,265.661331
-1070.0,11,265.697498
-1092.0,15,265.743241
-1176.0,23,265.81458
-1100.0,16,265.863671
-1386.0,53,266.024254
-1184.0,29,266.112233
-1092.0,15,266.160217
-1126.0,18,266.2156
-1432.0,55,266.39757
-1112.0,15,266.452569
-1072.0,10,266.484174
-1128.0,22,266.552354
-1112.0,15,266.600106
-1112.0,15,266.64673
-1078.0,12,266.68573
-1076.0,13,266.725436
-1166.0,28,266.81071
-1048.0,7,266.834292
-1242.0,35,266.947582
-1138.0,22,267.015943
-1104.0,14,267.059865
-1108.0,17,267.114961
-1064.0,9,267.146358
-1126.0,18,267.205564
-1150.0,26,267.290576
-1132.0,20,267.355444
-1054.0,9,267.385409
-1080.0,11,267.421737
-1136.0,18,267.487768
-1078.0,12,267.524204
-1100.0,21,267.589168
-1126.0,18,267.646451
-1072.0,10,267.680188
-1108.0,17,267.731957
-1104.0,14,267.775679
-1104.0,14,267.827419
-1048.0,7,267.850189
-1056.0,8,267.875801
-1030.0,6,267.895493
-1134.0,19,267.953742
-1076.0,13,267.993416
-1086.0,13,268.032879
-1118.0,17,268.083939
-1070.0,11,268.117743
-1256.0,38,268.241444
-1164.0,24,268.315259
-1108.0,17,268.369156
-1072.0,10,268.400146
-1062.0,10,268.429885
-1154.0,24,269.444791
-1064.0,9,269.472587
-1192.0,25,269.559479
-1258.0,37,269.671368
-1092.0,15,269.716443
-1096.0,13,269.755867
-1114.0,19,269.814513
-1200.0,26,269.896156
-1248.0,32,269.995368
-1032.0,5,270.011992
-1152.0,20,270.072698
-1112.0,15,270.117596
-1100.0,16,270.170076
-1150.0,21,270.234505
-1112.0,15,270.279948
-1130.0,21,270.343592
-1070.0,11,270.377946
-1278.0,42,270.52812
-1052.0,10,270.559436
-1088.0,12,270.598151
-1070.0,11,270.632555
-1126.0,18,270.687536
-1046.0,8,270.712759
-1096.0,13,270.753298
-1234.0,34,270.861089
-1144.0,19,270.922805
-1208.0,27,271.006175
-1070.0,11,271.040218
-1254.0,34,271.145388
-1158.0,22,271.213535
-1086.0,13,271.253523
-1272.0,35,271.359947
-1126.0,18,271.4184
-1056.0,8,271.444803
-1094.0,14,271.48824
-1254.0,34,271.602183
-1152.0,20,271.664135
-1152.0,20,271.726929
-1070.0,11,271.760917
-1032.0,5,271.776999
-1178.0,32,271.874794
-1198.0,27,271.959259
-1366.0,48,272.103052
-1200.0,26,272.1844
-1160.0,26,272.268252
-1072.0,10,272.299048
-1040.0,6,272.318024
-1246.0,38,272.433425
-1142.0,20,272.494248
-1168.0,22,272.569652
-1094.0,14,272.612704
-1092.0,15,272.657998
-1238.0,32,272.754409
-1060.0,11,272.790404
-1064.0,9,272.821934
-1116.0,18,272.877971
-1112.0,25,272.957139
-1100.0,16,273.007649
-1030.0,6,273.026607
-1086.0,13,273.066872
-1066.0,13,273.106819
-1172.0,25,273.183953
-1046.0,8,273.208868
-1046.0,8,273.233016
-1220.0,31,273.327994
-1124.0,19,273.387171
-1082.0,15,273.432186
-1162.0,25,273.510756
-1120.0,16,273.560035
-1136.0,18,273.635624
-1040.0,6,273.654177
-1078.0,12,273.695683
-1076.0,13,273.740559
-1140.0,21,273.812465
-1072.0,10,273.842792
-1072.0,10,273.873686
-1064.0,9,273.901483
-1080.0,16,273.949745
-1118.0,17,274.00192
-1100.0,16,274.050217
-1202.0,30,274.140036
-1266.0,38,274.257341
-1106.0,18,274.312712
-1086.0,18,274.368132
-1190.0,26,274.446074
-1330.0,46,274.586436
-1102.0,15,274.641156
-1096.0,13,274.681165
-1120.0,16,274.73588
-1048.0,7,274.759933
-1032.0,5,274.776791
-1124.0,19,274.835077
-1070.0,11,274.868475
-1340.0,46,275.006409
-1128.0,17,275.057228
-1134.0,19,275.114731
-1078.0,12,275.154356
-1054.0,9,275.202532
-1072.0,10,275.234304
-1064.0,9,275.262064
-1150.0,21,275.326387
-1230.0,31,275.421285
-1216.0,28,275.511148
-1208.0,27,275.597383
-1186.0,28,275.696478
-1016.0,3,275.706486
-1086.0,13,275.745819
-1104.0,14,275.788815
-1150.0,21,275.851698
-1074.0,14,276.84306
-1104.0,14,276.890247
-1110.0,16,276.940222
-1232.0,35,277.045826
-1126.0,18,277.099334
-1150.0,26,277.179697
-1046.0,8,277.204062
-1342.0,45,277.347344
-1142.0,20,277.408757
-1184.0,29,277.497379
-1158.0,22,277.56558
-1136.0,23,277.635892
-1054.0,9,277.672842
-1124.0,19,277.74971
-1088.0,12,277.787369
-1088.0,12,277.825283
-1282.0,40,277.948211
-1080.0,11,277.981571
-1040.0,6,278.00069
-1088.0,12,278.037164
-1072.0,10,278.067718
-1094.0,19,278.12539
-1070.0,11,278.160434
-1210.0,31,278.253978
-1184.0,29,278.344508
-1112.0,15,278.391546
-1070.0,11,278.42543
-1030.0,6,278.443965
-1134.0,19,278.500726
-1148.0,22,278.567262
-1112.0,15,278.612574
-1166.0,23,278.692889
-1176.0,23,278.763723
-1080.0,11,278.800664
-1112.0,15,278.84658
-1060.0,11,278.879683
-1202.0,30,278.982509
-1174.0,24,279.063879
-1308.0,47,279.224425
-1152.0,20,279.28477
-1230.0,41,279.410688
-1092.0,15,279.456073
-1064.0,9,279.484682
-1080.0,11,279.519829
-1134.0,19,279.580271
-1108.0,22,279.652021
-1152.0,25,279.738978
-1046.0,8,279.763706
-1226.0,33,279.864565
-1062.0,10,279.895704
-1088.0,12,279.932119
-1224.0,29,280.019337
-1246.0,33,280.119025
-1182.0,25,280.200943
-1040.0,6,280.219889
-1120.0,16,280.26904
-1046.0,8,280.2947
-1230.0,31,280.389178
-1318.0,47,280.537686
-1096.0,13,280.578397
-1098.0,17,280.630259
-1138.0,22,280.69683
-1118.0,17,280.759242
-1130.0,21,280.826024
-1098.0,17,280.89542
-1056.0,8,280.920491
-1144.0,19,280.977672
-1118.0,17,281.028485
-1242.0,35,281.133839
-1056.0,8,281.161494
-1070.0,11,281.194719
-1040.0,6,281.213163
-1176.0,23,281.28201
-1386.0,53,281.442738
-1130.0,21,281.506489
-1110.0,16,281.555934
-1100.0,16,281.604381
-1136.0,23,281.681111
-1064.0,9,281.711889
-1216.0,28,281.811146
-1072.0,10,281.842109
-1070.0,11,281.875838
-1224.0,29,281.967215
-1072.0,10,281.999093
-1124.0,19,282.060793
-1184.0,24,282.143428
-1056.0,8,282.171309
-1076.0,13,282.214398
-1372.0,50,282.37442
-1118.0,17,282.427942
-1108.0,17,282.480423
-1066.0,13,282.519727
-1072.0,10,282.550975
-1144.0,24,282.623275
-1416.0,53,282.799338
-1064.0,9,282.829468
-1154.0,24,282.904592
-1068.0,12,282.942377
-1062.0,10,282.97416
-1246.0,33,283.077282
-1320.0,41,283.204981
-1128.0,17,283.257557
-1170.0,26,284.312586
-1234.0,34,284.423133
-1064.0,9,284.452828
-1070.0,11,284.488436
-1100.0,16,284.539389
-1134.0,19,284.600286
-1096.0,13,284.642051
-1056.0,8,284.66984
-1072.0,10,284.701129
-1064.0,9,284.738984
-1120.0,16,284.790367
-1136.0,23,284.877383
-1166.0,23,284.948864
-1234.0,34,285.067041
-1344.0,69,285.286913
-1150.0,21,285.35062
-1062.0,10,285.382815
-1070.0,11,285.416826
-1150.0,21,285.481747
-1150.0,21,285.55424
-1286.0,38,285.695327
-1238.0,32,285.805122
-1062.0,10,285.845521
-1086.0,13,285.889123
-1200.0,26,285.98271
-1264.0,39,286.10191
-1062.0,10,286.132677
-1158.0,27,286.216146
-1054.0,9,286.24409
-1080.0,11,286.277323
-1270.0,36,286.40336
-1128.0,22,286.472309
-1088.0,12,286.509303
-1248.0,32,286.607021
-1386.0,53,286.772861
-1216.0,28,286.872267
-1200.0,26,286.956133
-1120.0,16,287.005261
-1094.0,14,287.047198
-1172.0,25,287.122677
-1076.0,13,287.165856
-1154.0,29,287.254149
-1062.0,10,287.291779
-1304.0,39,287.410577
-1124.0,19,287.468733
-1142.0,20,287.529933
-1188.0,27,287.61307
-1240.0,31,287.713096
-1238.0,47,287.85409
-1152.0,20,287.927429
-1090.0,16,287.976235
-1078.0,12,288.012333
-1080.0,11,288.046723
-1040.0,6,288.065579
-1206.0,28,288.152522
-1064.0,9,288.18053
-1172.0,25,288.256372
-1158.0,22,288.338116
-1120.0,16,288.389682
-1110.0,16,288.438403
-1116.0,18,288.494142
-1076.0,13,288.534635
-1166.0,23,288.605062
-1076.0,13,288.647957
-1072.0,10,288.680693
-1452.0,65,288.88107
-1436.0,58,289.070051
-1062.0,10,289.101905
-1142.0,20,289.165237
-1040.0,6,289.185429
-1234.0,34,289.288246
-1136.0,18,289.343886
-1084.0,14,289.386902
-1100.0,16,289.436635
-1048.0,7,289.45847
-1102.0,15,289.504184
-1152.0,20,289.56708
-1128.0,17,289.621434
-1134.0,19,289.680555
-1112.0,15,289.72594
-1100.0,16,289.776354
-1116.0,18,289.834126
-1054.0,9,289.862277
-1160.0,21,289.93817
-1192.0,25,290.015901
-1158.0,27,290.097948
-1200.0,26,290.179497
-1134.0,19,290.237553
-1120.0,16,290.287136
-1232.0,30,290.379656
-1108.0,17,290.434474
-1134.0,19,290.492639
-1082.0,15,290.538162
-1048.0,7,290.560514
-1292.0,40,290.68607
-1168.0,22,290.755532
-1168.0,22,290.823413
-1040.0,6,290.843028
-1184.0,24,291.877072
-1092.0,15,291.926803
-1198.0,27,292.033166
-1192.0,25,292.113427
-1184.0,29,292.207841
-1136.0,18,292.264956
-1404.0,54,292.457832
-1084.0,14,292.502691
-1224.0,29,292.59804
-1044.0,9,292.626602
-1248.0,37,292.741645
-1072.0,10,292.7734
-1102.0,15,292.822258
-1046.0,8,292.847662
-1130.0,31,292.94794
-1338.0,57,293.151574
-1038.0,7,293.173851
-1080.0,11,293.207799
-1150.0,21,293.277614
-1086.0,13,293.318903
-1246.0,33,293.425776
-1134.0,19,293.484957
-1176.0,23,293.555797
-1156.0,23,293.638046
-1182.0,30,293.773947
-1072.0,15,293.856017
-1070.0,11,293.918628
-1112.0,15,293.994358
-1086.0,13,294.069659
-1300.0,41,294.277956
-1104.0,14,294.34949
-1112.0,15,294.427578
-1142.0,20,294.528108
-1146.0,23,294.644973
-1132.0,20,294.745809
-1048.0,7,294.781153
-1182.0,25,294.914816
-1094.0,14,294.992504
-1238.0,37,295.186578
-1088.0,17,295.270169
-1128.0,17,295.353468
-1084.0,14,295.429091
-1184.0,24,295.546658
-1148.0,22,295.663391
-1386.0,58,295.949731
-1112.0,15,296.022793
-1128.0,17,296.140285
-1072.0,10,296.192898
-1086.0,13,296.256411
-1160.0,21,296.359699
-1110.0,21,296.464855
-1146.0,23,296.585106
-1130.0,21,296.695253
-1104.0,19,296.792448
-1064.0,9,296.837988
-1328.0,42,297.065239
-1216.0,28,297.219373
-1266.0,38,297.413657
-1024.0,4,297.434669
-1112.0,15,297.51303
-1070.0,11,297.569757
-1128.0,17,297.659753
-1208.0,27,297.78097
-1162.0,25,297.859944
-1176.0,23,297.931374
-1056.0,8,297.956762
-1222.0,35,298.062652
-1254.0,34,298.176039
-1096.0,13,298.218515
-1248.0,32,298.315509
-1046.0,8,298.34072
-1086.0,13,298.380033
-1120.0,16,298.43063
-1096.0,13,298.47102
-1110.0,16,298.520251
-1154.0,24,298.593608
-1228.0,32,298.692692
-1088.0,12,298.730671
-1138.0,22,298.796902
-1080.0,11,298.832906
-1118.0,17,298.884095
-1192.0,30,298.974577
-1192.0,25,299.052624
-1086.0,13,299.092992
-1092.0,15,299.138056
-1080.0,11,299.173495
-1126.0,18,299.249804
-1192.0,40,299.370816
-1088.0,12,299.407765
-1088.0,12,299.445102
-1152.0,20,299.506548
-1196.0,28,299.594273
-1504.0,84,299.877408
-1146.0,28,299.962539
-1064.0,9,299.989794
-1096.0,13,300.969613
-1124.0,19,301.026642
-1196.0,28,301.11053
-1210.0,31,301.203992
-1062.0,10,301.234494
-1216.0,28,301.339192
-1216.0,28,301.428429
-1086.0,13,301.469722
-1194.0,29,301.561225
-1356.0,58,301.737905
-1118.0,17,301.790295
-1096.0,13,301.834364
-1046.0,8,301.859312
-1182.0,25,301.937004
-1124.0,19,301.994281
-1174.0,24,302.066107
-1078.0,12,302.102357
-1106.0,18,302.162913
-1160.0,21,302.233405
-1120.0,26,302.330951
-1022.0,5,302.347121
-1174.0,24,302.420707
-1054.0,9,302.448748
-1104.0,14,302.492105
-1164.0,24,302.564515
-1204.0,34,302.676433
-1112.0,15,302.723538
-1110.0,16,302.774359
-1088.0,12,302.810153
-1188.0,27,302.892752
-1036.0,8,302.918387
-1080.0,11,302.952725
-1138.0,22,303.019473
-1210.0,36,303.128893
-1048.0,7,303.153537
-1158.0,22,303.219408
-1148.0,22,303.285266
-1124.0,19,303.354331
-1164.0,34,303.459493
-1076.0,13,303.499334
-1160.0,21,303.562914
-1154.0,24,303.636975
-1144.0,19,303.697009
-1110.0,16,303.746887
-1196.0,28,303.83073
-1070.0,11,303.867833
-1174.0,24,303.94365
-1088.0,12,303.982858
-1128.0,22,304.048988
-1064.0,9,304.076344
-1172.0,25,304.153448
-1184.0,24,304.226537
-1148.0,22,304.291667
-1168.0,22,304.367533
-1070.0,11,304.401009
-1128.0,17,304.452919
-1072.0,10,304.49705
-1092.0,15,304.544873
-1212.0,30,304.636833
-1022.0,5,304.653428
-1386.0,53,304.813334
-1056.0,8,304.839734
-1140.0,21,304.903141
-1152.0,30,304.992034
-1088.0,12,305.027749
-1216.0,28,305.111124
-1198.0,27,305.194408
-1188.0,27,305.275709
-1288.0,37,305.395938
-1096.0,13,305.43662
-1112.0,15,305.483062
-1100.0,16,305.531243
-1194.0,29,305.619247
-1198.0,27,305.702775
-1146.0,23,305.775618
-1108.0,17,305.82643
-1054.0,9,305.853883
-1108.0,17,305.905314
-1216.0,28,305.990165
-1164.0,24,306.064513
-1120.0,16,306.117643
-1102.0,15,306.167989
-1102.0,15,306.214141
-1150.0,26,306.293176
-1098.0,17,306.344797
